2025-05-11 10:20:29,479 | INFO | folder | is_valid | Line: 27 | ✅ Valid and accessible directory: /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment
2025-05-11 10:20:29,483 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6362-Enhanced-NR-4.jpg
2025-05-11 10:20:29,483 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7212-Enhanced-NR.jpg
2025-05-11 10:20:29,484 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6087-Enhanced-NR-2.jpg
2025-05-11 10:20:29,485 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6087-Enhanced-NR-3.jpg
2025-05-11 10:20:29,485 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6362-Enhanced-NR-2.jpg
2025-05-11 10:20:29,485 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6129-Enhanced-NR-2.jpg
2025-05-11 10:20:29,486 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6575-Enhanced-NR.jpg
2025-05-11 10:20:29,487 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7433-Enhanced-NR-2.jpg
2025-05-11 10:20:29,487 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6362-Enhanced-NR.jpg
2025-05-11 10:20:29,487 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6362-Enhanced-NR-3.jpg
2025-05-11 10:20:29,488 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7367-Enhanced-NR.jpg
2025-05-11 10:20:29,488 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6361-Enhanced-NR-2.jpg
2025-05-11 10:20:29,489 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7418-Enhanced-NR-3.jpg
2025-05-11 10:20:29,489 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7418-Enhanced-NR-2.jpg
2025-05-11 10:20:29,489 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7444-Enhanced-NR.jpg
2025-05-11 10:20:29,489 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7112-Enhanced-NR.jpg
2025-05-11 10:20:29,489 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7418-Enhanced-NR-4.jpg
2025-05-11 10:20:29,490 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7213-Enhanced-NR.jpg
2025-05-11 10:20:29,490 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7288-Enhanced-NR.jpg
2025-05-11 10:20:29,491 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6117-Enhanced-NR.jpg
2025-05-11 10:20:29,491 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7433-Enhanced-NR.jpg
2025-05-11 10:20:29,491 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6361-Enhanced-NR.jpg
2025-05-11 10:20:29,491 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_5946-Enhanced-NR.png
2025-05-11 10:20:29,491 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6378-Enhanced-NR.jpg
2025-05-11 10:20:29,491 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7418-Enhanced-NR.jpg
2025-05-11 10:20:29,491 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7117-Enhanced-NR.jpg
2025-05-11 10:20:29,492 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7208-Enhanced-NR-2.jpg
2025-05-11 10:20:29,492 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7058-Enhanced-NR.jpg
2025-05-11 10:20:29,493 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6090-Enhanced-NR-3.jpg
2025-05-11 10:20:29,493 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7208-Enhanced-NR.jpg
2025-05-11 10:20:29,494 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7422-Enhanced-NR.jpg
2025-05-11 10:20:29,494 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7134-Enhanced-NR.jpg
2025-05-11 10:20:29,494 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6090-Enhanced-NR-2.jpg
2025-05-11 10:20:29,494 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6090-Enhanced-NR.jpg
2025-05-11 10:20:29,495 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6117-Enhanced-NR-2.jpg
2025-05-11 10:20:29,495 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6117-Enhanced-NR-2.png
2025-05-11 10:20:29,495 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6575-Enhanced-NR copy.jpg
2025-05-11 10:20:29,496 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6145-Enhanced-NR.jpg
2025-05-11 10:20:29,496 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6320-Enhanced-NR.jpg
2025-05-11 10:20:29,496 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6129-Enhanced-NR.jpg
2025-05-11 10:20:29,496 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_6087-Enhanced-NR.jpg
2025-05-11 10:20:29,496 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7444-Enhanced-NR-2.jpg
2025-05-11 10:20:29,496 | INFO | folder | get_image_files | Line: 50 |  - /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_7295-Enhanced-NR.jpg
2025-05-11 10:20:30,123 | INFO | process_folder | process_folder | Line: 23 | ✅ Image files found in the folder: /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment
2025-05-11 10:20:30,132 | INFO | process_folder | process_folder | Line: 26 | Copying folder: /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment to /Users/anirbansaha/Dropbox/copy_Latpanchar 2025 - experiment
2025-05-11 10:20:30,140 | INFO | process_folder | process_folder | Line: 39 | None
2025-05-11 10:20:30,140 | INFO | process_folder | process_folder | Line: 41 | None
2025-05-11 10:20:30,140 | INFO | process_folder | process_folder | Line: 44 | Latpanchar
2025-05-11 10:20:30,248 | INFO | image_ | resize_image | Line: 135 | ✅ Resized: /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_5946-Enhanced-NR.png to 1300x866
2025-05-11 10:20:45,202 | INFO | _client | _send_single_request | Line: 1025 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-11 10:20:45,220 | ERROR | process_folder | process_folder | Line: 65 | ❌ Failed to process image /Users/anirbansaha/Dropbox/Latpanchar 2025 - experiment/DSC_5946-Enhanced-NR.png: Failed to decode JSON: Expecting value: line 1 column 36 (char 35)
